store_id,month,region,size_sqft,is_urban,treated,post,ad_spend,foot_traffic,sales
6,2024-08,South,2872,1,1,1,1485.28,656.0,37732.84
6,2024-09,South,2872,1,1,1,1477.09,681.0,40016.28
6,2024-10,South,2872,1,1,1,1551.88,691.0,38653.38
6,2024-11,South,2872,1,1,1,1409.99,683.0,39060.86
6,2024-12,South,2872,1,1,1,1226.28,700.0,38842.88
7,2024-01,North,4169,1,1,0,866.46,818.0,36159.12
7,2024-02,North,4169,1,1,0,833.99,822.0,38996.46
7,2024-03,North,4169,1,1,0,929.08,834.0,39369.97
7,2024-04,North,4169,1,1,0,453.83,812.0,39240.57
7,2024-05,North,4169,1,1,0,1100.47,808.0,37507.54
7,2024-06,North,4169,1,1,0,797.06,796.0,38436.31
7,2024-07,North,4169,1,1,1,1086.51,828.0,41760.62
7,2024-08,North,4169,1,1,1,1279.75,804.0,42716.55
7,2024-09,North,4169,1,1,1,1302.85,789.0,42748.9
7,2024-10,North,4169,1,1,1,1336.9,770.0,41166.45
7,2024-11,North,4169,1,1,1,1389.27,817.0,40246.19
7,2024-12,North,4169,1,1,1,1602.92,768.0,43944.43
8,2024-01,North,4230,1,1,0,777.53,851.0,37096.83
8,2024-02,North,4230,1,1,0,690.54,822.0,35535.78
8,2024-03,North,4230,1,1,0,1128.99,744.0,37203.62
8,2024-04,North,4230,1,1,0,805.72,826.0,38889.36
8,2024-05,North,4230,1,1,0,478.71,803.0,37572.47
8,2024-06,North,4230,1,1,0,587.75,808.0,36341.47
8,2024-07,North,4230,1,1,1,1837.43,849.0,43780.22
8,2024-08,North,4230,1,1,1,1974.87,844.0,44047.1
8,2024-09,North,4230,1,1,1,1324.88,835.0,40123.96
8,2024-10,North,4230,1,1,1,1505.54,800.0,42470.99
8,2024-11,North,4230,1,1,1,1369.87,794.0,41479.92
8,2024-12,North,4230,1,1,1,999.45,815.0,43057.57
9,2024-01,East,2574,0,1,0,684.65,630.0,30486.87
9,2024-02,East,2574,0,1,0,1208.66,640.0,32048.36
9,2024-03,East,2574,0,1,0,647.35,658.0,26636.5
9,2024-04,East,2574,0,1,0,495.14,663.0,30465.83
9,2024-05,East,2574,0,1,0,669.63,645.0,29422.07
9,2024-06,East,2574,0,1,0,679.61,671.0,30504.23
9,2024-07,East,2574,0,1,1,1005.67,646.0,32823.96
9,2024-08,East,2574,0,1,1,1533.95,631.0,34412.84
9,2024-09,East,2574,0,1,1,1733.56,626.0,34758.6
9,2024-10,East,2574,0,1,1,1436.3,683.0,33767.16
9,2024-11,East,2574,0,1,1,1674.22,649.0,33865.47
9,2024-12,East,2574,0,1,1,1364.72,642.0,30852.09
10,2024-01,East,2906,1,1,0,865.39,682.0,33127.34
10,2024-02,East,2906,1,1,0,623.04,744.0,33782.61
10,2024-03,East,2906,1,1,0,867.7,700.0,32839.42
10,2024-04,East,2906,1,1,0,702.52,676.0,33978.53
10,2024-05,East,2906,1,1,0,814.31,712.0,32722.57
10,2024-06,East,2906,1,1,0,1057.39,659.0,32878.19
10,2024-07,East,2906,1,1,1,1673.92,706.0,40400.62
10,2024-08,East,2906,1,1,1,1288.32,732.0,37412.22
10,2024-09,East,2906,1,1,1,1630.87,660.0,38248.81
10,2024-10,East,2906,1,1,1,1459.43,695.0,38327.16
10,2024-11,East,2906,1,1,1,1341.91,696.0,38905.51
10,2024-12,East,2906,1,1,1,1536.78,738.0,38457.59
11,2024-01,East,1818,0,1,0,811.14,588.0,28776.55
11,2024-02,East,1818,0,1,0,1014.2,575.0,26358.12
11,2024-03,East,1818,0,1,0,542.01,599.0,25061.77
11,2024-04,East,1818,0,1,0,574.92,556.0,26782.42
11,2024-05,East,1818,0,1,0,753.81,,28150.56
11,2024-06,East,1818,0,1,0,596.56,645.0,27821.44
11,2024-07,East,1818,0,1,1,2014.67,536.0,32307.36
11,2024-08,East,1818,0,1,1,1477.03,558.0,32190.3
11,2024-09,East,1818,0,1,1,1357.43,602.0,32072.74
11,2024-10,East,1818,0,1,1,1084.32,586.0,29910.21
11,2024-11,East,1818,0,1,1,1218.5,592.0,30673.56
11,2024-12,East,1818,0,1,1,1597.06,593.0,30870.91
12,2024-01,North,4189,1,1,0,944.33,846.0,35693.93
12,2024-02,North,4189,1,1,0,729.86,796.0,36924.28
12,2024-03,North,4189,1,1,0,727.81,833.0,39015.14
12,2024-04,North,4189,1,1,0,466.04,861.0,39798.9
12,2024-05,North,4189,1,1,0,659.13,826.0,35127.43
12,2024-06,North,4189,1,1,0,1049.34,814.0,34177.49
12,2024-07,North,4189,1,1,1,1391.02,856.0,42711.9
12,2024-08,North,4189,1,1,1,1432.86,822.0,44145.09
12,2024-09,North,4189,1,1,1,1534.17,,41892.26
12,2024-10,North,4189,1,1,1,1174.08,823.0,42824.67
12,2024-11,North,4189,1,1,1,1551.21,827.0,43660.44
12,2024-12,North,4189,1,1,1,1468.38,809.0,43350.49
13,2024-01,East,2579,1,1,0,903.53,614.0,31384.47
13,2024-02,East,2579,1,1,0,495.2,647.0,31081.72
13,2024-03,East,2579,1,1,0,610.12,670.0,36292.39
13,2024-04,East,2579,1,1,0,921.51,601.0,30199.04
13,2024-05,East,2579,1,1,0,1029.85,620.0,31483.43
13,2024-06,East,2579,1,1,0,1195.01,653.0,32560.23
13,2024-07,East,2579,1,1,1,1626.48,640.0,38801.68
13,2024-08,East,2579,1,1,1,1236.13,661.0,36814.75
13,2024-09,East,2579,1,1,1,1611.96,672.0,38966.5
13,2024-10,East,2579,1,1,1,1194.69,704.0,37059.13
13,2024-11,East,2579,1,1,1,1283.79,703.0,38769.98
13,2024-12,East,2579,1,1,1,1725.81,687.0,37286.04
14,2024-01,North,4530,0,1,0,819.22,829.0,34650.48
14,2024-02,North,4530,0,1,0,591.5,873.0,37157.26
14,2024-03,North,4530,0,1,0,1089.4,837.0,35775.73
14,2024-04,North,4530,0,1,0,530.11,855.0,36083.76
14,2024-05,North,4530,0,1,0,696.54,851.0,37401.81
14,2024-06,North,4530,0,1,0,463.64,874.0,32538.76
14,2024-07,North,4530,0,1,1,1231.11,835.0,38673.3
14,2024-08,North,4530,0,1,1,1113.26,868.0,38189.01
14,2024-09,North,4530,0,1,1,1696.86,915.0,39981.45
14,2024-10,North,4530,0,1,1,1733.42,854.0,42738.59
14,2024-11,North,4530,0,1,1,1375.37,878.0,39300.23
14,2024-12,North,4530,0,1,1,1425.32,876.0,38397.61
15,2024-01,South,2887,1,1,0,689.56,666.0,34255.73
15,2024-02,South,2887,1,1,0,631.98,724.0,33541.27
15,2024-03,South,2887,1,1,0,857.17,701.0,33902.06
15,2024-04,South,2887,1,1,0,450.29,669.0,31301.59
15,2024-05,South,2887,1,1,0,696.48,720.0,33661.05
15,2024-06,South,2887,1,1,0,1041.13,677.0,34000.09
15,2024-07,South,2887,1,1,1,1616.79,713.0,37744.63
15,2024-08,South,2887,1,1,1,1581.12,718.0,39339.64
15,2024-09,South,2887,1,1,1,1776.43,659.0,39320.73
15,2024-10,South,2887,1,1,1,1425.94,708.0,36936.4
15,2024-11,South,2887,1,1,1,1505.75,697.0,40141.2
15,2024-12,South,2887,1,1,1,1650.66,692.0,36269.16
16,2024-01,West,2973,1,1,0,849.88,769.0,36039.4
16,2024-02,West,2973,1,1,0,835.11,647.0,34244.1
16,2024-03,West,2973,1,1,0,826.59,685.0,32588.29
16,2024-04,West,2973,1,1,0,873.42,602.0,32847.39
16,2024-05,West,2973,1,1,0,1113.1,712.0,33690.82
16,2024-06,West,2973,1,1,0,554.03,722.0,33246.08
16,2024-07,West,2973,1,1,1,1548.76,709.0,37660.32
16,2024-08,West,2973,1,1,1,1455.52,753.0,36751.4
16,2024-09,West,2973,1,1,1,1194.89,736.0,37299.1
16,2024-10,West,2973,1,1,1,1514.84,687.0,38139.07
16,2024-11,West,2973,1,1,1,1568.55,719.0,39204.25
16,2024-12,West,2973,1,1,1,1311.13,706.0,38871.64
17,2024-01,East,3904,1,1,0,664.72,764.0,39073.75
17,2024-02,East,3904,1,1,0,481.72,817.0,37141.28
17,2024-03,East,3904,1,1,0,709.54,798.0,32767.62
17,2024-04,East,3904,1,1,0,874.43,749.0,37191.54
17,2024-05,East,3904,1,1,0,799.28,800.0,34711.26
17,2024-06,East,3904,1,1,0,624.74,778.0,36412.46
17,2024-07,East,3904,1,1,1,1299.68,796.0,40776.36
17,2024-08,East,3904,1,1,1,1401.31,749.0,40569.19
17,2024-09,East,3904,1,1,1,1511.93,808.0,40336.72
17,2024-10,East,3904,1,1,1,1384.11,819.0,42879.43
17,2024-11,East,3904,1,1,1,1763.48,787.0,41724.04
17,2024-12,East,3904,1,1,1,1426.1,733.0,41551.57
18,2024-01,North,3298,1,1,0,735.93,702.0,35209.29
18,2024-02,North,3298,1,1,0,1393.0,748.0,34769.31
18,2024-03,North,3298,1,1,0,807.6,704.0,34789.49
18,2024-04,North,3298,1,1,0,1018.21,748.0,34560.75
18,2024-05,North,3298,1,1,0,554.85,764.0,32302.84
18,2024-06,North,3298,1,1,0,778.92,765.0,37282.94
18,2024-07,North,3298,1,1,1,1630.46,774.0,37175.22
18,2024-08,North,3298,1,1,1,1775.36,695.0,40756.27
18,2024-09,North,3298,1,1,1,1389.94,762.0,38408.99
18,2024-10,North,3298,1,1,1,1468.65,731.0,41041.09
18,2024-11,North,3298,1,1,1,1427.51,742.0,37750.39
18,2024-12,North,3298,1,1,1,1188.82,681.0,38884.82
19,2024-01,West,2642,1,1,0,999.25,659.0,31983.44
19,2024-02,West,2642,1,1,0,632.32,636.0,33314.51
19,2024-03,West,2642,1,1,0,735.67,694.0,35717.74
19,2024-04,West,2642,1,1,0,739.34,627.0,33153.77
19,2024-05,West,2642,1,1,0,945.53,597.0,32755.4
19,2024-06,West,2642,1,1,0,762.0,665.0,33279.84
19,2024-07,West,2642,1,1,1,1683.27,661.0,38086.42
19,2024-08,West,2642,1,1,1,1325.77,680.0,37998.68
19,2024-09,West,2642,1,1,1,1375.25,697.0,40294.31
19,2024-10,West,2642,1,1,1,1493.82,673.0,40480.67
19,2024-11,West,2642,1,1,1,1721.11,641.0,39360.02
19,2024-12,West,2642,1,1,1,1345.67,657.0,37841.62
20,2024-01,West,4219,1,1,0,1122.74,861.0,38250.52
20,2024-02,West,4219,1,1,0,1009.38,845.0,38364.72
20,2024-03,West,4219,1,1,0,769.99,825.0,37573.68
20,2024-04,West,4219,1,1,0,544.4,838.0,34810.03
20,2024-05,West,4219,1,1,0,672.21,798.0,35345.14
20,2024-06,West,4219,1,1,0,1017.93,819.0,39808.79
20,2024-07,West,4219,1,1,1,1000.12,812.0,45433.62
20,2024-08,West,4219,1,1,1,1965.72,845.0,43575.69
20,2024-09,West,4219,1,1,1,1651.79,809.0,42744.09
20,2024-10,West,4219,1,1,1,1325.89,805.0,40681.95
20,2024-11,West,4219,1,1,1,1683.66,840.0,39990.0
20,2024-12,West,4219,1,1,1,1473.15,837.0,42000.94
21,2024-01,East,2858,1,0,0,679.73,691.0,33701.45
21,2024-02,East,2858,1,0,0,1079.48,689.0,33308.36
21,2024-03,East,2858,1,0,0,824.46,713.0,34115.35
21,2024-04,East,2858,1,0,0,899.93,679.0,31383.82
21,2024-05,East,2858,1,0,0,551.23,709.0,32123.31
21,2024-06,East,2858,1,0,0,1163.91,645.0,32207.83
21,2024-07,East,2858,1,0,1,562.48,705.0,33631.89
21,2024-08,East,2858,1,0,1,1044.92,689.0,35838.89
21,2024-09,East,2858,1,0,1,782.34,701.0,37145.52
21,2024-10,East,2858,1,0,1,995.28,647.0,35022.49
21,2024-11,East,2858,1,0,1,724.17,642.0,32923.95
21,2024-12,East,2858,1,0,1,579.84,675.0,32100.21
22,2024-01,West,3960,0,0,0,846.76,834.0,31315.02
22,2024-02,West,3960,0,0,0,565.48,809.0,31651.94
22,2024-03,West,3960,0,0,0,659.0,801.0,33463.27
22,2024-04,West,3960,0,0,0,601.86,799.0,34461.97
22,2024-05,West,3960,0,0,0,652.89,810.0,35400.24
22,2024-06,West,3960,0,0,0,693.22,847.0,31464.47
22,2024-07,West,3960,0,0,1,1263.87,750.0,34426.19
22,2024-08,West,3960,0,0,1,900.75,814.0,34544.61
22,2024-09,West,3960,0,0,1,642.8,750.0,31528.83
22,2024-10,West,3960,0,0,1,630.38,792.0,31128.83
22,2024-11,West,3960,0,0,1,798.79,757.0,34863.27
22,2024-12,West,3960,0,0,1,913.69,780.0,34568.35
23,2024-01,West,3596,0,0,0,907.3,747.0,31217.43
23,2024-02,West,3596,0,0,0,754.97,759.0,32788.52
23,2024-03,West,3596,0,0,0,802.07,752.0,30546.09
23,2024-04,West,3596,0,0,0,901.55,754.0,32645.1
23,2024-05,West,3596,0,0,0,612.13,771.0,32207.73
23,2024-06,West,3596,0,0,0,606.7,704.0,33028.77
23,2024-07,West,3596,0,0,1,829.73,726.0,32015.02
23,2024-08,West,3596,0,0,1,860.49,705.0,31588.28
23,2024-09,West,3596,0,0,1,887.39,744.0,34340.34
23,2024-10,West,3596,0,0,1,591.21,798.0,32106.83
23,2024-11,West,3596,0,0,1,565.98,789.0,29702.42
23,2024-12,West,3596,0,0,1,794.02,758.0,32249.94
24,2024-01,South,1530,1,0,0,690.75,,29787.24
24,2024-02,South,1530,1,0,0,601.18,556.0,29108.69
24,2024-03,South,1530,1,0,0,794.54,525.0,27840.43
24,2024-04,South,1530,1,0,0,339.46,546.0,28353.2
24,2024-05,South,1530,1,0,0,666.19,566.0,30751.02
24,2024-06,South,1530,1,0,0,782.33,562.0,30629.85
24,2024-07,South,1530,1,0,1,1060.35,508.0,31708.93
24,2024-08,South,1530,1,0,1,817.73,565.0,31849.78
24,2024-09,South,1530,1,0,1,726.94,510.0,29477.76
24,2024-10,South,1530,1,0,1,639.5,539.0,31116.28
24,2024-11,South,1530,1,0,1,590.62,528.0,29944.49
24,2024-12,South,1530,1,0,1,643.66,573.0,30501.74
25,2024-01,West,3210,0,0,0,735.46,730.0,30940.37
25,2024-02,West,3210,0,0,0,683.33,729.0,31348.16
25,2024-03,West,3210,0,0,0,907.66,686.0,32999.06
25,2024-04,West,3210,0,0,0,681.04,716.0,29363.59
25,2024-05,West,3210,0,0,0,755.75,759.0,30919.32
25,2024-06,West,3210,0,0,0,860.83,701.0,31770.05
25,2024-07,West,3210,0,0,1,898.19,744.0,32504.09
25,2024-08,West,3210,0,0,1,865.25,774.0,31438.67
25,2024-09,West,3210,0,0,1,879.94,749.0,30416.95
25,2024-10,West,3210,0,0,1,898.89,724.0,32482.1
25,2024-11,West,3210,0,0,1,913.1,736.0,28765.92
25,2024-12,West,3210,0,0,1,675.52,718.0,32000.47
26,2024-01,North,4313,1,0,0,758.2,859.0,36393.7
26,2024-02,North,4313,1,0,0,943.97,802.0,39918.41
26,2024-03,North,4313,1,0,0,773.2,854.0,37697.85
26,2024-04,North,4313,1,0,0,510.03,797.0,35870.97
26,2024-05,North,4313,1,0,0,1145.39,872.0,37266.63
26,2024-06,North,4313,1,0,0,1136.22,819.0,36722.61
26,2024-07,North,4313,1,0,1,689.63,843.0,41468.74
26,2024-08,North,4313,1,0,1,1172.26,840.0,40701.97
26,2024-09,North,4313,1,0,1,955.67,831.0,36934.82
26,2024-10,North,4313,1,0,1,1023.18,849.0,36825.74
26,2024-11,North,4313,1,0,1,571.66,817.0,37275.71
26,2024-12,North,4313,1,0,1,896.01,886.0,35696.38
27,2024-01,West,2237,1,0,0,1044.21,589.0,32382.27
27,2024-02,West,2237,1,0,0,1039.73,630.0,28614.28
27,2024-03,West,2237,1,0,0,828.18,609.0,28755.12
27,2024-04,West,2237,1,0,0,1006.59,652.0,31218.19
27,2024-05,West,2237,1,0,0,566.02,592.0,26962.65
27,2024-06,West,2237,1,0,0,225.74,641.0,30875.43
27,2024-07,West,2237,1,0,1,600.32,643.0,31757.39
27,2024-08,West,2237,1,0,1,604.72,604.0,29955.72
27,2024-09,West,2237,1,0,1,982.72,620.0,30283.86
27,2024-10,West,2237,1,0,1,694.78,593.0,31314.74
27,2024-11,West,2237,1,0,1,947.37,673.0,31065.34
27,2024-12,West,2237,1,0,1,976.92,635.0,30111.73
28,2024-01,North,2161,0,0,0,893.29,624.0,28163.73
28,2024-02,North,2161,0,0,0,714.65,597.0,27306.29
28,2024-03,North,2161,0,0,0,596.84,647.0,28168.72
28,2024-04,North,2161,0,0,0,875.9,574.0,30909.08
28,2024-05,North,2161,0,0,0,887.31,613.0,29566.56
28,2024-06,North,2161,0,0,0,657.85,617.0,28207.88
28,2024-07,North,2161,0,0,1,670.81,588.0,26895.3
28,2024-08,North,2161,0,0,1,510.77,650.0,28176.58
28,2024-09,North,2161,0,0,1,741.64,533.0,25765.11
28,2024-10,North,2161,0,0,1,816.67,616.0,29498.24
28,2024-11,North,2161,0,0,1,714.73,593.0,29840.41
28,2024-12,North,2161,0,0,1,872.51,626.0,30260.08
29,2024-01,West,1749,1,0,0,813.57,547.0,31194.2
29,2024-02,West,1749,1,0,0,966.76,613.0,29372.75
29,2024-03,West,1749,1,0,0,733.04,550.0,29270.4
29,2024-04,West,1749,1,0,0,760.09,583.0,28156.24
29,2024-05,West,1749,1,0,0,804.84,584.0,32042.08
29,2024-06,West,1749,1,0,0,562.2,577.0,29417.14
29,2024-07,West,1749,1,0,1,838.88,551.0,29399.4
29,2024-08,West,1749,1,0,1,1161.58,562.0,30620.62
29,2024-09,West,1749,1,0,1,375.63,574.0,28793.96
29,2024-10,West,1749,1,0,1,909.16,600.0,28721.48
29,2024-11,West,1749,1,0,1,721.65,571.0,28494.04
29,2024-12,West,1749,1,0,1,496.31,602.0,31641.32
30,2024-01,East,2363,0,0,0,619.26,649.0,29180.56
30,2024-02,East,2363,0,0,0,719.59,664.0,29535.15
30,2024-03,East,2363,0,0,0,825.28,622.0,31696.94
30,2024-04,East,2363,0,0,0,1005.74,687.0,26923.5
30,2024-05,East,2363,0,0,0,926.94,618.0,30502.64
30,2024-06,East,2363,0,0,0,606.74,632.0,28907.67
30,2024-07,East,2363,0,0,1,365.47,631.0,29832.64
30,2024-08,East,2363,0,0,1,755.63,667.0,29400.2
30,2024-09,East,2363,0,0,1,947.76,653.0,29782.55
30,2024-10,East,2363,0,0,1,931.88,600.0,28254.94
30,2024-11,East,2363,0,0,1,755.31,621.0,28229.27
30,2024-12,East,2363,0,0,1,1010.02,666.0,27598.64
31,2024-01,East,3380,0,0,0,779.11,763.0,31604.04
31,2024-02,East,3380,0,0,0,653.24,768.0,31849.73
31,2024-03,East,3380,0,0,0,995.04,775.0,32719.99
31,2024-04,East,3380,0,0,0,437.99,733.0,30646.8
31,2024-05,East,3380,0,0,0,772.51,746.0,33278.78
31,2024-06,East,3380,0,0,0,597.12,739.0,32934.19
31,2024-07,East,3380,0,0,1,1234.19,800.0,31830.44
31,2024-08,East,3380,0,0,1,1258.18,688.0,32236.7
31,2024-09,East,3380,0,0,1,677.65,704.0,31734.91
31,2024-10,East,3380,0,0,1,755.96,712.0,28730.09
31,2024-11,East,3380,0,0,1,816.49,714.0,29676.37
31,2024-12,East,3380,0,0,1,1016.9,744.0,31104.83
32,2024-01,South,4042,1,0,0,767.97,758.0,37843.4
32,2024-02,South,4042,1,0,0,820.71,842.0,33640.42
32,2024-03,South,4042,1,0,0,658.32,798.0,34521.26
32,2024-04,South,4042,1,0,0,954.4,788.0,39234.34
32,2024-05,South,4042,1,0,0,703.39,783.0,37030.77
32,2024-06,South,4042,1,0,0,658.34,795.0,37305.31
32,2024-07,South,4042,1,0,1,757.77,826.0,35367.68
32,2024-08,South,4042,1,0,1,902.38,818.0,36666.35
32,2024-09,South,4042,1,0,1,780.28,815.0,36885.3
32,2024-10,South,4042,1,0,1,876.31,766.0,37847.55
32,2024-11,South,4042,1,0,1,571.25,787.0,36908.37
32,2024-12,South,4042,1,0,1,408.12,824.0,37772.11
33,2024-01,East,2865,1,0,0,670.75,700.0,35903.85
33,2024-02,East,2865,1,0,0,746.85,711.0,35432.17
33,2024-03,East,2865,1,0,0,773.14,672.0,34500.13
33,2024-04,East,2865,1,0,0,1117.13,701.0,34633.7
33,2024-05,East,2865,1,0,0,578.86,724.0,32879.28
33,2024-06,East,2865,1,0,0,809.92,697.0,33067.59
33,2024-07,East,2865,1,0,1,463.31,700.0,31928.35
33,2024-08,East,2865,1,0,1,1178.28,654.0,32787.92
33,2024-09,East,2865,1,0,1,909.26,678.0,33363.39
33,2024-10,East,2865,1,0,1,580.37,683.0,32648.06
33,2024-11,East,2865,1,0,1,939.39,694.0,32872.75
33,2024-12,East,2865,1,0,1,492.07,674.0,30914.56
34,2024-01,East,3931,1,0,0,1146.5,816.0,40054.33
34,2024-02,East,3931,1,0,0,587.32,766.0,35105.04
34,2024-03,East,3931,1,0,0,404.14,800.0,37454.11
34,2024-04,East,3931,1,0,0,758.94,831.0,40018.48
34,2024-05,East,3931,1,0,0,554.09,785.0,37148.49
34,2024-06,East,3931,1,0,0,495.1,812.0,36742.08
34,2024-07,East,3931,1,0,1,861.61,756.0,35962.2
34,2024-08,East,3931,1,0,1,775.08,829.0,34765.94
34,2024-09,East,3931,1,0,1,618.85,816.0,35462.91
34,2024-10,East,3931,1,0,1,1343.19,786.0,36393.66
34,2024-11,East,3931,1,0,1,911.12,766.0,36711.43
34,2024-12,East,3931,1,0,1,1033.16,834.0,36348.38
35,2024-01,West,3760,1,0,0,918.71,,31662.42
35,2024-02,West,3760,1,0,0,1191.41,795.0,35849.5
35,2024-03,West,3760,1,0,0,605.67,803.0,33851.33
35,2024-04,West,3760,1,0,0,692.88,807.0,37250.28
35,2024-05,West,3760,1,0,0,960.08,789.0,37225.88
35,2024-06,West,3760,1,0,0,646.59,775.0,36251.85
35,2024-07,West,3760,1,0,1,664.96,764.0,35723.68
35,2024-08,West,3760,1,0,1,806.04,759.0,36922.59
35,2024-09,West,3760,1,0,1,931.85,713.0,37466.46
35,2024-10,West,3760,1,0,1,600.39,758.0,34761.45
35,2024-11,West,3760,1,0,1,965.89,761.0,35799.4
35,2024-12,West,3760,1,0,1,815.78,784.0,36055.73
36,2024-01,East,4381,1,0,0,196.1,845.0,37864.93
36,2024-02,East,4381,1,0,0,578.93,857.0,38956.66
36,2024-03,East,4381,1,0,0,1012.04,803.0,42126.43
36,2024-04,East,4381,1,0,0,433.33,801.0,37654.96
36,2024-05,East,4381,1,0,0,635.52,770.0,39471.84
36,2024-06,East,4381,1,0,0,628.31,795.0,39481.46
36,2024-07,East,4381,1,0,1,704.76,864.0,39159.51
36,2024-08,East,4381,1,0,1,754.75,919.0,39019.33
36,2024-09,East,4381,1,0,1,312.24,,37446.75
36,2024-10,East,4381,1,0,1,904.45,855.0,36721.07
36,2024-11,East,4381,1,0,1,923.15,771.0,39740.2
36,2024-12,East,4381,1,0,1,233.5,835.0,37630.81
37,2024-01,North,2252,1,0,0,698.37,646.0,31177.98
37,2024-02,North,2252,1,0,0,720.67,637.0,32131.79
37,2024-03,North,2252,1,0,0,934.1,633.0,29905.67
37,2024-04,North,2252,1,0,0,1054.92,612.0,32782.23
37,2024-05,North,2252,1,0,0,619.88,661.0,32322.58
37,2024-06,North,2252,1,0,0,451.23,653.0,31456.76
37,2024-07,North,2252,1,0,1,754.28,625.0,29929.49
37,2024-08,North,2252,1,0,1,784.53,623.0,31458.02
37,2024-09,North,2252,1,0,1,563.84,646.0,33003.87
37,2024-10,North,2252,1,0,1,752.46,607.0,31702.62
37,2024-11,North,2252,1,0,1,820.37,,33774.04
37,2024-12,North,2252,1,0,1,997.73,647.0,29522.48
